FIPS Code,County,State,"County, State",Percentile Sociodemographic Domain Score,Percentile Air Domain Score,Percentile Water Domain Score,Percentile Built-Environment Domain Score,Percentile Land Domain Score,Percentile Adults with less than High School Diploma,Percentile Adults with High School Diploma,Percentile Adults completing a College Degree,Percentile Total Labour Force,Percentile Employed,Percentile Unemployed,Percentile Median Monthly Rent (Studio)
1039,Covington County,Alabama,"Covington County, AL",24.84887051,50.30225899,95.92745784,54.47025135,37.60738148,69.93318486,66.52879415,60.57906459,57.11104041,57.49284123,47.16831053,85.41202673
1041,Crenshaw County,Alabama,"Crenshaw County, AL",25.58065542,64.26980592,97.07286032,37.76646516,63.95163856,91.93445752,70.87177856,4.390709513,31.84855234,32.16671969,23.75119313,85.79382755
1043,Cullman County,Alabama,"Cullman County, AL",35.44384346,70.82405345,90.93223035,10.02227171,42.06172447,82.15081133,40.24817054,75.1988546,78.07826917,78.39643653,65.19249125,52.8157811
1045,Dale County,Alabama,"Dale County, AL",56.34743875,35.79382755,96.2456252,32.00763602,31.30766783,70.12408527,33.12122176,83.77346484,66.14699332,66.36971047,56.33153038,48.80687241
1047,Dallas County,Alabama,"Dallas County, AL",17.690105,35.4756602,93.70028635,56.72923958,44.47979637,75.77155584,61.10404073,50.34998409,54.97931912,53.96118358,67.91282214,67.40375437
1049,DeKalb County,Alabama,"DeKalb County, AL",13.4902959,44.67069679,89.53229399,15.4629335,40.37543748,93.4775692,42.4912504,51.98854598,74.7056952,75.18294623,61.53356666,99.52274897
1051,Elmore County,Alabama,"Elmore County, AL",71.23767101,36.49379574,91.69583201,6.522430799,50.62042634,60.35634744,37.11422208,40.47088769,77.63283487,77.85555202,67.57874642,34.20299077
1053,Escambia County,Alabama,"Escambia County, AL",17.27648743,32.03945275,97.51829462,38.88005091,33.08940503,88.3391664,89.21412663,11.78810054,55.07476933,55.1384028,53.00668151,81.03722558
1055,Etowah County,Alabama,"Etowah County, AL",49.98409163,44.19344575,90.80496341,37.92554884,58.47916004,70.01272669,45.62519885,73.03531658,78.26916958,78.26916958,76.45561565,59.21094496
1057,Fayette County,Alabama,"Fayette County, AL",15.0174992,13.71301304,90.64587973,16.54470251,58.63824372,74.8011454,88.19599109,36.70060452,33.53483933,33.93254852,24.03754375,85.79382755
1059,Franklin County,Alabama,"Franklin County, AL",22.20808145,52.46579701,90.55042953,10.24498886,66.36971047,92.14126631,74.27616927,10.7222399,55.48838689,55.93382119,39.65956093,79.19185492
1061,Geneva County,Alabama,"Geneva County, AL",16.83105313,36.58924594,95.67292396,15.3674833,15.81291759,83.66210627,60.34043907,61.89945912,48.77505568,49.25230671,34.91886732,59.7836462
1063,Greene County,Alabama,"Greene County, AL",3.945275215,55.55202036,95.64110722,57.0155902,88.54597518,86.62106268,77.80782692,48.96595609,14.09481387,13.74482978,23.33757556,52.3703468
1065,Hale County,Alabama,"Hale County, AL",6.172446707,52.02036271,96.08654152,23.00349984,65.70155902,87.55965638,66.17881005,26.93286669,30.54406618,30.09863188,37.24148902,18.07190582
